CMDLINE /home/cyberninja/dev/repos/python-concept/venv37/bin/python3.7 power_moves.py
MEM 1.492188 1558826203.9707
MEM 21.296875 1558826204.0711
MEM 34.019531 1558826204.1714
MEM 41.417969 1558826204.2752
